ID_Client,âge,genre,type de voyage,destination,saison de voyage,durée de voyage (en jours),nombre de personnes,prix total,mode de paiement,évaluation sur 5,date de début de voyage,date de fin de voyage,période de voyage,budget_voyage_annuel,durée moyenne de voyage annuelle (en jours)
414,27,M,Détente,Japon,été,14,5,9322,Paypal,2,23-03-2025,08-04-2025,23-03-2025 au 08-04-2025,6872,14
415,49,,,Japon,printemps,13,5,8588,Virement,2,21-04-2024,05-05-2024,21-04-2024 au 05-05-2024,3990,17
416,30,F,,Japon,été,5,3,667,Paypal,3,22-08-2024,08-09-2024,22-08-2024 au 08-09-2024,5418,22
417,38,F,aventure,Vietnam,hiver,5,3,698,Carte de crédit,5,12-09-2024,04-10-2024,12-09-2024 au 04-10-2024,3747,19
418,28,,culturel,France,été,13,1,8597,,1,20-04-2024,09-05-2024,20-04-2024 au 09-05-2024,8218,16
419,39,Autre,Aventure,Australie,hiver,7,1,2005,,3,11-07-2024,27-07-2024,11-07-2024 au 27-07-2024,3219,23
420,33,Autre,aventure,Australie,été,12,2,7381,Carte de crédit,3,12-08-2024,04-09-2024,12-08-2024 au 04-09-2024,5465,24
421,38,,Aventure,Bali,hiver,10,4,4980,,2,05-10-2024,29-10-2024,05-10-2024 au 29-10-2024,5951,19
422,38,,Aventure,Bali,hiver,12,1,7387,Paypal,2,05-04-2024,24-04-2024,05-04-2024 au 24-04-2024,5621,7
423,26,M,culturel,Népal,été,9,5,3766,Paypal,2,25-08-2024,01-09-2024,25-08-2024 au 01-09-2024,4722,6
424,18,M,Culturel,Maroc,automne,14,4,9374,Carte de crédit,2,19-10-2024,25-10-2024,19-10-2024 au 25-10-2024,4805,3
425,31,Autre,détente,Brésil,printemps,6,5,1157,Paypal,1,27-07-2024,30-07-2024,27-07-2024 au 30-07-2024,5066,27
426,41,,Aventure,Japon,été,8,4,2776,Carte de crédit,2,15-12-2024,11-01-2025,15-12-2024 au 11-01-2025,4779,11
427,18,Autre,détente,Norvège,printemps,8,2,2786,Carte de crédit,3,22-04-2024,03-05-2024,22-04-2024 au 03-05-2024,6446,8
428,42,Autre,Aventure,Costa Rica,hiver,5,1,712,Carte de crédit,2,28-02-2025,08-03-2025,28-02-2025 au 08-03-2025,8316,10
429,27,F,Aventure,Pérou,hiver,8,2,2793,Paypal,3,13-07-2024,23-07-2024,13-07-2024 au 23-07-2024,4164,18
430,24,F,détente,Vietnam,été,6,3,1166,,3,24-01-2025,11-02-2025,24-01-2025 au 11-02-2025,2945,12
431,34,M,Culturel,Pérou,hiver,11,3,6217,,2,20-06-2024,02-07-2024,20-06-2024 au 02-07-2024,4868,8
432,52,,aventure,Bali,hiver,12,2,7397,Paypal,3,23-05-2024,31-05-2024,23-05-2024 au 31-05-2024,8870,16
433,27,Autre,détente,Japon,automne,7,2,2008,,3,13-07-2024,29-07-2024,13-07-2024 au 29-07-2024,3794,9
434,41,F,Aventure,Norvège,automne,6,2,1171,Virement,3,18-05-2024,27-05-2024,18-05-2024 au 27-05-2024,7459,30
435,24,,Aventure,Brésil,été,7,3,2021,Carte de crédit,1,13-08-2024,12-09-2024,13-08-2024 au 12-09-2024,7517,26
436,44,Autre,,Costa Rica,printemps,10,1,5007,Virement,2,24-02-2025,22-03-2025,24-02-2025 au 22-03-2025,4170,28
437,49,F,,Bali,hiver,13,5,8598,Carte de crédit,3,02-12-2024,30-12-2024,02-12-2024 au 30-12-2024,5853,9
438,36,,,Japon,hiver,13,3,8611,,2,18-07-2024,27-07-2024,18-07-2024 au 27-07-2024,7443,2
439,40,M,Culturel,Japon,été,15,3,9683,Paypal,2,28-08-2024,30-08-2024,28-08-2024 au 30-08-2024,4431,24
440,27,Autre,Détente,Népal,hiver,6,1,1171,Carte de crédit,2,04-04-2024,28-04-2024,04-04-2024 au 28-04-2024,4695,28
441,31,Autre,culturel,Japon,été,12,2,7399,Paypal,3,10-10-2024,07-11-2024,10-10-2024 au 07-11-2024,4127,10
442,30,,détente,Maroc,hiver,11,5,6219,Virement,3,03-12-2024,13-12-2024,03-12-2024 au 13-12-2024,3478,5
443,30,F,détente,France,hiver,6,1,1173,Virement,4,24-10-2024,29-10-2024,24-10-2024 au 29-10-2024,4026,8
444,35,F,Aventure,Islande,été,8,1,2796,Virement,2,21-03-2025,29-03-2025,21-03-2025 au 29-03-2025,3164,5
445,45,Autre,détente,Brésil,printemps,15,4,9701,,3,06-10-2024,11-10-2024,06-10-2024 au 11-10-2024,5051,13
446,56,,Aventure,Costa Rica,hiver,9,3,3775,Virement,2,07-12-2024,20-12-2024,07-12-2024 au 20-12-2024,3845,13
447,32,,,Bali,hiver,7,1,2023,Virement,2,13-05-2024,26-05-2024,13-05-2024 au 26-05-2024,5351,4
448,22,F,culturel,Pérou,hiver,7,5,2024,Carte de crédit,4,19-10-2024,23-10-2024,19-10-2024 au 23-10-2024,2666,25
449,47,Autre,,Costa Rica,été,8,4,2809,Virement,4,07-03-2025,01-04-2025,07-03-2025 au 01-04-2025,5496,1
450,34,M,aventure,Islande,été,12,2,7438,,2,28-03-2025,29-03-2025,28-03-2025 au 29-03-2025,6250,23
451,28,,,Japon,hiver,5,5,713,Virement,2,30-09-2024,23-10-2024,30-09-2024 au 23-10-2024,2009,22
452,26,M,Aventure,Brésil,été,11,3,6249,Virement,1,05-03-2025,27-03-2025,05-03-2025 au 27-03-2025,5561,9
453,27,,détente,Costa Rica,printemps,10,4,5040,,3,24-01-2025,02-02-2025,24-01-2025 au 02-02-2025,6842,8
454,45,Autre,culturel,Norvège,hiver,6,2,1240,Paypal,2,27-03-2025,04-04-2025,27-03-2025 au 04-04-2025,3186,18
455,38,Autre,détente,Norvège,hiver,5,3,733,Carte de crédit,3,31-03-2024,18-04-2024,31-03-2024 au 18-04-2024,7509,23
456,30,Autre,Culturel,Australie,hiver,12,5,7462,Carte de crédit,2,23-10-2024,15-11-2024,23-10-2024 au 15-11-2024,5629,14
457,38,Autre,aventure,Japon,hiver,10,2,5076,Virement,3,26-07-2024,09-08-2024,26-07-2024 au 09-08-2024,3942,19
458,27,M,Détente,France,été,8,3,2846,Virement,2,28-11-2024,17-12-2024,28-11-2024 au 17-12-2024,4916,11
459,33,F,,Bali,hiver,9,4,3778,Carte de crédit,2,30-12-2024,10-01-2025,30-12-2024 au 10-01-2025,5837,9
460,23,Autre,culturel,France,hiver,12,1,7474,Virement,2,27-08-2024,05-09-2024,27-08-2024 au 05-09-2024,5114,8
461,26,F,Culturel,Japon,hiver,8,1,2849,Paypal,3,28-10-2024,05-11-2024,28-10-2024 au 05-11-2024,5808,19
462,39,F,culturel,Australie,hiver,7,3,2045,,2,18-10-2024,06-11-2024,18-10-2024 au 06-11-2024,3619,3
463,56,F,Détente,Norvège,automne,14,2,9377,Paypal,2,29-06-2024,02-07-2024,29-06-2024 au 02-07-2024,5254,30
464,41,,,Maroc,printemps,12,2,7502,Carte de crédit,2,22-01-2025,21-02-2025,22-01-2025 au 21-02-2025,2879,26
465,33,M,,Norvège,été,10,2,5096,Virement,2,18-03-2025,13-04-2025,18-03-2025 au 13-04-2025,4833,25
466,41,F,culturel,Népal,hiver,11,4,6255,Carte de crédit,2,24-04-2024,19-05-2024,24-04-2024 au 19-05-2024,3644,26
467,35,F,,Népal,été,12,4,7524,,2,01-09-2024,27-09-2024,01-09-2024 au 27-09-2024,3897,21
468,38,M,culturel,Népal,hiver,9,1,3797,Paypal,4,27-01-2025,17-02-2025,27-01-2025 au 17-02-2025,6854,5
469,45,,culturel,Brésil,hiver,12,4,7546,,2,07-07-2024,12-07-2024,07-07-2024 au 12-07-2024,6637,25
470,35,M,culturel,Pérou,hiver,8,1,2893,Carte de crédit,4,03-12-2024,28-12-2024,03-12-2024 au 28-12-2024,5914,3
471,54,F,culturel,Pérou,été,6,2,1243,Paypal,3,30-08-2024,02-09-2024,30-08-2024 au 02-09-2024,3362,30
472,29,,,Brésil,été,8,5,2899,Carte de crédit,3,06-05-2024,05-06-2024,06-05-2024 au 05-06-2024,4525,28
473,40,F,Détente,Australie,automne,9,2,3801,Carte de crédit,1,13-11-2024,11-12-2024,13-11-2024 au 11-12-2024,6820,19
474,47,,,Islande,automne,12,5,7616,Carte de crédit,4,24-09-2024,13-10-2024,24-09-2024 au 13-10-2024,5213,22
475,47,M,détente,Islande,automne,12,1,7619,,3,23-07-2024,14-08-2024,23-07-2024 au 14-08-2024,8479,6
476,42,Autre,Aventure,Islande,hiver,13,3,8629,,1,26-06-2024,02-07-2024,26-06-2024 au 02-07-2024,5590,5
477,29,M,Culturel,Bali,hiver,9,1,3853,Paypal,2,17-02-2025,22-02-2025,17-02-2025 au 22-02-2025,5288,13
478,54,Autre,Détente,Australie,automne,12,1,7631,Virement,3,07-06-2024,20-06-2024,07-06-2024 au 20-06-2024,4536,21
479,33,M,aventure,Népal,automne,11,4,6262,Carte de crédit,1,09-03-2025,30-03-2025,09-03-2025 au 30-03-2025,5200,18
480,24,M,culturel,Australie,été,12,5,7633,Carte de crédit,2,20-01-2025,07-02-2025,20-01-2025 au 07-02-2025,4771,26
481,26,Autre,aventure,Népal,été,11,2,6263,Paypal,1,26-05-2024,21-06-2024,26-05-2024 au 21-06-2024,6062,25
482,37,F,aventure,Norvège,été,6,5,1246,,2,26-07-2024,20-08-2024,26-07-2024 au 20-08-2024,6435,8
483,47,,Culturel,Vietnam,été,8,4,2900,Carte de crédit,3,21-07-2024,29-07-2024,21-07-2024 au 29-07-2024,3821,1
484,49,M,Aventure,Vietnam,hiver,13,2,8636,Virement,2,10-09-2024,11-09-2024,10-09-2024 au 11-09-2024,3003,14
485,36,M,culturel,Norvège,été,12,5,7642,Virement,2,22-04-2024,06-05-2024,22-04-2024 au 06-05-2024,2246,6
486,30,Autre,culturel,Islande,hiver,5,2,735,Virement,4,13-12-2024,19-12-2024,13-12-2024 au 19-12-2024,5762,27
487,28,F,,Japon,printemps,7,3,2048,Virement,4,08-12-2024,04-01-2025,08-12-2024 au 04-01-2025,3345,2
488,31,F,culturel,France,automne,15,2,9705,,2,21-06-2024,23-06-2024,21-06-2024 au 23-06-2024,1771,10
489,44,F,Aventure,Vietnam,hiver,8,3,2907,,3,26-07-2024,05-08-2024,26-07-2024 au 05-08-2024,5583,3
490,30,F,aventure,Costa Rica,hiver,7,1,2074,Paypal,3,01-04-2024,04-04-2024,01-04-2024 au 04-04-2024,8739,25
491,30,Autre,Aventure,Costa Rica,été,12,3,7655,Virement,3,25-04-2024,20-05-2024,25-04-2024 au 20-05-2024,4991,23
492,51,M,,Japon,automne,6,4,1260,,3,15-02-2025,10-03-2025,15-02-2025 au 10-03-2025,6258,28
493,44,F,aventure,Costa Rica,été,11,2,6266,Paypal,2,01-01-2025,29-01-2025,01-01-2025 au 29-01-2025,5123,27
494,42,F,Culturel,Vietnam,été,11,5,6268,Paypal,2,21-03-2025,17-04-2025,21-03-2025 au 17-04-2025,4852,5
495,43,M,détente,Népal,été,6,1,1267,,3,25-03-2025,30-03-2025,25-03-2025 au 30-03-2025,6379,23
496,26,F,Culturel,Japon,hiver,14,4,9413,Paypal,3,02-11-2024,25-11-2024,02-11-2024 au 25-11-2024,4565,21
497,43,F,Aventure,Pérou,été,6,2,1270,,3,30-04-2024,21-05-2024,30-04-2024 au 21-05-2024,5401,6
498,41,F,Culturel,Norvège,printemps,14,3,9423,Virement,2,15-06-2024,21-06-2024,15-06-2024 au 21-06-2024,5483,1
499,37,,détente,Népal,été,8,1,2936,Carte de crédit,2,02-03-2025,03-03-2025,02-03-2025 au 03-03-2025,3998,10
500,47,Autre,aventure,Népal,été,10,2,5103,,2,03-02-2025,13-02-2025,03-02-2025 au 13-02-2025,6488,8
501,37,,Culturel,Bali,été,13,4,8649,Paypal,1,11-02-2025,19-02-2025,11-02-2025 au 19-02-2025,4738,1
502,35,M,Aventure,Costa Rica,hiver,8,2,2939,Carte de crédit,4,23-06-2024,24-06-2024,23-06-2024 au 24-06-2024,3866,11
503,18,M,Culturel,Pérou,été,9,4,3874,Carte de crédit,2,21-10-2024,01-11-2024,21-10-2024 au 01-11-2024,5805,8
504,28,M,Culturel,Brésil,hiver,10,4,5107,Carte de crédit,2,26-05-2024,03-06-2024,26-05-2024 au 03-06-2024,3652,23
505,29,Autre,aventure,Brésil,automne,7,1,2081,Paypal,1,24-10-2024,16-11-2024,24-10-2024 au 16-11-2024,5042,1
506,33,,,Vietnam,été,12,2,7662,,2,05-11-2024,06-11-2024,05-11-2024 au 06-11-2024,4986,26
507,41,,détente,Norvège,hiver,8,4,2942,,2,23-06-2024,19-07-2024,23-06-2024 au 19-07-2024,6629,6
508,27,F,culturel,Bali,automne,11,4,6276,Paypal,4,20-09-2024,26-09-2024,20-09-2024 au 26-09-2024,5712,13
509,27,Autre,aventure,Australie,automne,12,5,7683,Virement,2,25-03-2025,07-04-2025,25-03-2025 au 07-04-2025,4962,15
510,30,Autre,,Népal,été,12,1,7690,Paypal,4,10-06-2024,25-06-2024,10-06-2024 au 25-06-2024,6227,12
511,24,F,Détente,Norvège,printemps,9,3,3876,Virement,1,19-03-2025,31-03-2025,19-03-2025 au 31-03-2025,7085,6
512,31,F,Détente,Vietnam,été,8,1,2946,Virement,2,14-06-2024,20-06-2024,14-06-2024 au 20-06-2024,5837,26
513,27,,Culturel,Népal,été,11,1,6294,Virement,1,07-11-2024,03-12-2024,07-11-2024 au 03-12-2024,5016,22
514,34,,Aventure,Népal,hiver,10,5,5128,,1,29-09-2024,21-10-2024,29-09-2024 au 21-10-2024,3032,2
515,38,,aventure,Costa Rica,été,10,4,5129,Virement,3,19-11-2024,21-11-2024,19-11-2024 au 21-11-2024,3402,1
516,43,,détente,Japon,été,9,5,3890,Paypal,3,02-05-2024,03-05-2024,02-05-2024 au 03-05-2024,4542,20
517,33,F,Détente,Australie,automne,8,1,2949,Paypal,3,23-09-2024,13-10-2024,23-09-2024 au 13-10-2024,4086,7
518,20,Autre,,Norvège,printemps,9,5,3893,Carte de crédit,3,04-01-2025,11-01-2025,04-01-2025 au 11-01-2025,4720,23
519,25,M,,Brésil,été,8,5,2955,Virement,2,22-05-2024,14-06-2024,22-05-2024 au 14-06-2024,5085,8
520,50,Autre,Aventure,Bali,hiver,5,5,749,Carte de crédit,4,17-05-2024,25-05-2024,17-05-2024 au 25-05-2024,5795,12
521,29,F,Aventure,Bali,hiver,8,1,2956,,5,21-08-2024,02-09-2024,21-08-2024 au 02-09-2024,4894,28
522,23,Autre,Détente,Costa Rica,automne,12,3,7693,Virement,5,25-04-2024,23-05-2024,25-04-2024 au 23-05-2024,5730,26
523,52,F,Aventure,France,été,11,3,6304,,3,17-05-2024,12-06-2024,17-05-2024 au 12-06-2024,5097,25
524,50,M,Culturel,Maroc,été,9,5,3919,Paypal,2,21-12-2024,15-01-2025,21-12-2024 au 15-01-2025,2037,12
525,42,Autre,,Pérou,automne,8,1,2957,Paypal,4,10-07-2024,22-07-2024,10-07-2024 au 22-07-2024,3591,4
526,38,F,détente,Bali,été,9,5,3919,Carte de crédit,3,29-01-2025,02-02-2025,29-01-2025 au 02-02-2025,4784,14
527,38,,Culturel,Pérou,été,12,4,7749,Carte de crédit,3,01-07-2024,15-07-2024,01-07-2024 au 15-07-2024,3185,18
528,39,,Aventure,Australie,hiver,10,2,5137,Virement,3,14-07-2024,01-08-2024,14-07-2024 au 01-08-2024,5900,8
529,25,M,aventure,Islande,automne,11,1,6309,,1,04-02-2025,12-02-2025,04-02-2025 au 12-02-2025,7296,3
530,41,M,,Australie,hiver,9,4,3939,Virement,2,12-01-2025,15-01-2025,12-01-2025 au 15-01-2025,6828,12
531,47,,détente,Népal,automne,6,5,1292,Paypal,1,29-05-2024,10-06-2024,29-05-2024 au 10-06-2024,4680,5
532,45,Autre,détente,Népal,hiver,10,3,5137,Carte de crédit,1,09-09-2024,14-09-2024,09-09-2024 au 14-09-2024,7236,8
533,25,F,aventure,Maroc,printemps,13,4,8652,Paypal,1,19-05-2024,27-05-2024,19-05-2024 au 27-05-2024,5223,16
534,29,,culturel,Bali,printemps,11,5,6315,,2,24-04-2024,10-05-2024,24-04-2024 au 10-05-2024,4494,20
535,31,F,culturel,Bali,automne,10,4,5150,Paypal,2,28-10-2024,17-11-2024,28-10-2024 au 17-11-2024,4080,22
536,52,M,Détente,Japon,automne,9,5,3943,,2,08-01-2025,30-01-2025,08-01-2025 au 30-01-2025,4546,28
537,31,Autre,détente,France,été,11,1,6325,Paypal,3,24-01-2025,21-02-2025,24-01-2025 au 21-02-2025,4418,2
538,27,,détente,Islande,automne,12,2,7759,Virement,2,12-03-2025,14-03-2025,12-03-2025 au 14-03-2025,5256,4
539,18,,,Pérou,été,13,4,8672,,3,18-08-2024,22-08-2024,18-08-2024 au 22-08-2024,5241,4
540,24,M,détente,Australie,automne,7,1,2082,Virement,1,26-12-2024,30-12-2024,26-12-2024 au 30-12-2024,5005,27
541,50,F,Culturel,Norvège,automne,9,4,3945,Paypal,3,20-02-2025,19-03-2025,20-02-2025 au 19-03-2025,5655,12
542,37,,,Bali,été,9,2,3945,Virement,3,01-10-2024,13-10-2024,01-10-2024 au 13-10-2024,6786,18
543,18,Autre,Détente,Népal,été,6,1,1301,,3,25-07-2024,12-08-2024,25-07-2024 au 12-08-2024,6424,15
544,32,F,culturel,Japon,été,13,4,8689,Carte de crédit,1,21-12-2024,05-01-2025,21-12-2024 au 05-01-2025,2773,8
545,20,,Détente,Costa Rica,hiver,9,4,3972,Virement,1,16-02-2025,24-02-2025,16-02-2025 au 24-02-2025,1169,5
546,29,,culturel,Australie,automne,11,3,6331,,1,07-05-2024,12-05-2024,07-05-2024 au 12-05-2024,6401,18
547,18,M,Aventure,Maroc,automne,10,3,5158,Carte de crédit,3,06-03-2025,24-03-2025,06-03-2025 au 24-03-2025,2950,18
548,29,M,Détente,Pérou,printemps,10,1,5212,Virement,1,05-01-2025,23-01-2025,05-01-2025 au 23-01-2025,4663,28
549,45,Autre,culturel,Vietnam,printemps,11,2,6332,Virement,1,17-12-2024,14-01-2025,17-12-2024 au 14-01-2025,3245,27
550,33,M,,Norvège,été,10,5,5220,,2,05-06-2024,02-07-2024,05-06-2024 au 02-07-2024,2297,19
551,33,M,,Brésil,été,12,1,7797,Paypal,4,27-04-2024,16-05-2024,27-04-2024 au 16-05-2024,5812,14
552,26,Autre,détente,Australie,printemps,10,2,5308,Paypal,3,29-06-2024,13-07-2024,29-06-2024 au 13-07-2024,6139,28
553,34,M,,France,automne,8,3,2965,Carte de crédit,2,15-01-2025,12-02-2025,15-01-2025 au 12-02-2025,4135,19
554,18,,,Australie,été,9,1,3989,Paypal,4,26-08-2024,14-09-2024,26-08-2024 au 14-09-2024,1113,29
555,50,M,aventure,Brésil,été,13,4,8690,Virement,2,15-07-2024,13-08-2024,15-07-2024 au 13-08-2024,4181,4
556,18,M,,Népal,hiver,9,2,3993,Paypal,2,01-11-2024,05-11-2024,01-11-2024 au 05-11-2024,5588,3
557,18,M,Aventure,Norvège,hiver,9,3,4002,Carte de crédit,1,25-10-2024,28-10-2024,25-10-2024 au 28-10-2024,2782,19
558,44,Autre,Détente,Islande,été,10,4,5311,Carte de crédit,2,30-05-2024,18-06-2024,30-05-2024 au 18-06-2024,5275,13
559,24,M,aventure,Islande,été,9,3,4008,Carte de crédit,1,11-12-2024,24-12-2024,11-12-2024 au 24-12-2024,4977,28
560,34,M,culturel,Brésil,printemps,7,3,2085,Paypal,3,08-03-2025,05-04-2025,08-03-2025 au 05-04-2025,5869,7
561,50,Autre,Aventure,Népal,hiver,12,4,7810,Paypal,2,09-07-2024,16-07-2024,09-07-2024 au 16-07-2024,5179,19
562,36,,Détente,Vietnam,hiver,14,2,9424,Paypal,3,29-04-2024,18-05-2024,29-04-2024 au 18-05-2024,3540,29
563,34,M,détente,Vietnam,été,6,2,1319,Paypal,1,19-10-2024,17-11-2024,19-10-2024 au 17-11-2024,6795,1
564,44,M,détente,Brésil,été,9,5,4017,Paypal,3,05-10-2024,06-10-2024,05-10-2024 au 06-10-2024,4762,30
565,51,,,Norvège,automne,11,4,6350,Virement,2,16-03-2025,15-04-2025,16-03-2025 au 15-04-2025,4959,6
566,34,M,Détente,Vietnam,été,10,3,5324,,5,15-06-2024,21-06-2024,15-06-2024 au 21-06-2024,3600,3
567,43,Autre,Culturel,Vietnam,automne,9,1,4032,Virement,2,31-01-2025,03-02-2025,31-01-2025 au 03-02-2025,4335,12
568,36,Autre,Culturel,Népal,hiver,8,3,2979,Carte de crédit,4,18-02-2025,02-03-2025,18-02-2025 au 02-03-2025,3673,18
569,35,F,Aventure,Népal,hiver,11,4,6358,Paypal,3,13-02-2025,03-03-2025,13-02-2025 au 03-03-2025,4741,4
570,29,M,culturel,Costa Rica,hiver,12,2,7814,Virement,3,11-04-2024,15-04-2024,11-04-2024 au 15-04-2024,7568,26
571,36,F,aventure,Vietnam,hiver,11,2,6362,Carte de crédit,2,09-07-2024,04-08-2024,09-07-2024 au 04-08-2024,2942,28
572,25,,Aventure,Maroc,hiver,7,2,2089,Paypal,2,15-11-2024,13-12-2024,15-11-2024 au 13-12-2024,2580,28
573,28,F,Détente,Népal,été,5,1,755,Paypal,3,09-08-2024,06-09-2024,09-08-2024 au 06-09-2024,7207,17
574,45,F,,Brésil,printemps,14,3,9437,Virement,1,25-06-2024,12-07-2024,25-06-2024 au 12-07-2024,4686,16
575,32,M,Aventure,Pérou,été,6,2,1330,Paypal,3,08-09-2024,24-09-2024,08-09-2024 au 24-09-2024,3996,12
576,29,M,culturel,Népal,hiver,11,1,6365,,3,26-08-2024,07-09-2024,26-08-2024 au 07-09-2024,6560,7
577,46,,détente,France,hiver,9,4,4033,Carte de crédit,4,24-08-2024,31-08-2024,24-08-2024 au 31-08-2024,4092,11
578,27,Autre,Culturel,Népal,hiver,8,2,2982,Carte de crédit,3,05-09-2024,16-09-2024,05-09-2024 au 16-09-2024,7739,18
579,40,,aventure,Costa Rica,hiver,10,4,5341,Paypal,2,05-12-2024,23-12-2024,05-12-2024 au 23-12-2024,6017,17
580,41,,Culturel,Costa Rica,été,8,3,2982,,2,14-09-2024,01-10-2024,14-09-2024 au 01-10-2024,4268,9
581,27,F,Détente,Népal,automne,5,1,755,Virement,3,08-01-2025,17-01-2025,08-01-2025 au 17-01-2025,8236,12
582,57,,aventure,Népal,hiver,9,5,4052,Carte de crédit,2,02-11-2024,14-11-2024,02-11-2024 au 14-11-2024,4091,29
583,33,M,détente,Bali,automne,11,1,6403,Virement,3,15-10-2024,13-11-2024,15-10-2024 au 13-11-2024,6113,29
584,37,M,,Bali,été,11,3,6407,Carte de crédit,2,12-02-2025,13-03-2025,12-02-2025 au 13-03-2025,5449,22
585,38,,,Japon,hiver,11,4,6452,Paypal,2,31-03-2024,22-04-2024,31-03-2024 au 22-04-2024,6953,13
586,35,Autre,,Costa Rica,été,10,3,5345,Virement,3,08-02-2025,21-02-2025,08-02-2025 au 21-02-2025,7342,27
587,25,F,,France,hiver,5,1,775,Carte de crédit,2,12-09-2024,09-10-2024,12-09-2024 au 09-10-2024,5048,28
588,35,M,,Islande,été,12,1,7816,Paypal,3,18-02-2025,18-03-2025,18-02-2025 au 18-03-2025,3870,18
589,33,Autre,Culturel,Japon,été,5,4,780,Paypal,2,01-05-2024,19-05-2024,01-05-2024 au 19-05-2024,5690,18
590,43,M,aventure,Pérou,automne,9,5,4068,Virement,3,26-03-2025,13-04-2025,26-03-2025 au 13-04-2025,3983,13
591,49,M,culturel,Australie,hiver,6,4,1367,Carte de crédit,4,09-05-2024,22-05-2024,09-05-2024 au 22-05-2024,8020,9
592,50,M,aventure,Népal,hiver,14,5,9460,Paypal,4,08-08-2024,17-08-2024,08-08-2024 au 17-08-2024,5205,25
593,23,,détente,Norvège,hiver,10,2,5364,Virement,4,07-04-2024,02-05-2024,07-04-2024 au 02-05-2024,4452,14
594,34,,détente,France,hiver,10,2,5365,Carte de crédit,2,11-07-2024,25-07-2024,11-07-2024 au 25-07-2024,5277,18
595,20,F,Détente,Islande,été,11,4,6459,Paypal,3,17-10-2024,04-11-2024,17-10-2024 au 04-11-2024,2979,26
596,44,Autre,Détente,Népal,été,11,5,6471,Carte de crédit,2,23-11-2024,19-12-2024,23-11-2024 au 19-12-2024,3543,18
597,39,Autre,détente,Australie,hiver,5,2,802,Carte de crédit,2,25-03-2025,12-04-2025,25-03-2025 au 12-04-2025,6801,18
598,53,Autre,détente,Islande,hiver,11,1,6480,,2,14-11-2024,02-12-2024,14-11-2024 au 02-12-2024,4015,20
599,25,F,,Japon,été,11,5,6480,Paypal,2,15-10-2024,04-11-2024,15-10-2024 au 04-11-2024,3430,5
600,37,M,détente,Brésil,été,15,4,9707,Paypal,4,05-05-2024,10-05-2024,05-05-2024 au 10-05-2024,5805,22
601,44,M,,Pérou,printemps,9,4,4079,Virement,3,11-06-2024,03-07-2024,11-06-2024 au 03-07-2024,6779,3
602,37,M,Culturel,Népal,été,7,5,2101,,3,22-06-2024,25-06-2024,22-06-2024 au 25-06-2024,6078,24
603,37,Autre,,Costa Rica,printemps,9,3,4096,,2,08-08-2024,01-09-2024,08-08-2024 au 01-09-2024,6494,7
604,34,Autre,,Bali,printemps,10,1,5384,Carte de crédit,2,06-05-2024,13-05-2024,06-05-2024 au 13-05-2024,3865,25
605,33,Autre,Aventure,Brésil,printemps,5,3,810,,4,29-09-2024,24-10-2024,29-09-2024 au 24-10-2024,2867,14
606,18,M,aventure,France,été,5,3,830,Paypal,3,17-08-2024,31-08-2024,17-08-2024 au 31-08-2024,7252,4
607,36,,,Maroc,automne,7,3,2113,Carte de crédit,2,26-10-2024,30-10-2024,26-10-2024 au 30-10-2024,4516,6
608,18,M,,France,automne,10,2,5388,,3,01-12-2024,07-12-2024,01-12-2024 au 07-12-2024,4624,18
609,36,M,culturel,Brésil,hiver,12,2,7857,,2,24-10-2024,11-11-2024,24-10-2024 au 11-11-2024,6992,17
610,31,M,Détente,Australie,hiver,11,4,6550,Paypal,4,01-11-2024,18-11-2024,01-11-2024 au 18-11-2024,5834,24
611,44,M,,Népal,hiver,15,2,9723,,3,21-11-2024,15-12-2024,21-11-2024 au 15-12-2024,5684,6
612,34,Autre,aventure,Bali,hiver,17,4,9958,Paypal,3,27-11-2024,03-12-2024,27-11-2024 au 03-12-2024,8248,2
613,30,M,culturel,Pérou,automne,9,5,4098,Carte de crédit,3,03-08-2024,05-08-2024,03-08-2024 au 05-08-2024,4035,26
614,20,,,Pérou,printemps,7,2,2133,Carte de crédit,3,09-09-2024,05-10-2024,09-09-2024 au 05-10-2024,6392,30
615,47,Autre,détente,Vietnam,été,10,4,5391,,3,13-01-2025,12-02-2025,13-01-2025 au 12-02-2025,5086,2
616,26,F,détente,Bali,été,9,5,4104,,2,23-12-2024,25-12-2024,23-12-2024 au 25-12-2024,5403,10
617,30,M,Détente,Japon,hiver,7,3,2140,Paypal,3,02-10-2024,12-10-2024,02-10-2024 au 12-10-2024,7293,18
618,54,,Détente,France,hiver,10,1,5402,Virement,3,26-03-2025,13-04-2025,26-03-2025 au 13-04-2025,5762,20
619,18,Autre,Aventure,Vietnam,printemps,11,5,6607,Paypal,3,13-02-2025,05-03-2025,13-02-2025 au 05-03-2025,5807,27
620,40,M,Détente,Brésil,printemps,12,5,7858,Paypal,3,03-03-2025,30-03-2025,03-03-2025 au 30-03-2025,6609,28
621,45,Autre,Aventure,Bali,printemps,11,3,6622,Carte de crédit,2,24-03-2025,21-04-2025,24-03-2025 au 21-04-2025,4453,4
622,26,Autre,Aventure,Vietnam,hiver,9,2,4121,Virement,1,04-11-2024,08-11-2024,04-11-2024 au 08-11-2024,3741,12
623,35,Autre,Culturel,France,hiver,7,1,2166,Carte de crédit,3,02-09-2024,14-09-2024,02-09-2024 au 14-09-2024,3433,25
