ID_Client,âge,genre,type de voyage,destination,saison de voyage,durée de voyage (en jours),nombre de personnes,prix total,mode de paiement,évaluation sur 5,date de début de voyage,date de fin de voyage,période de voyage,budget voyage annuel
425,31,Autre,détente,Brésil,printemps,6,5,1157,Paypal,1,27-07-2024,30-07-2024,27-07-2024 au 30-07-2024,5066
426,41,Autre,aventure,Japon,été,8,4,2776,Carte de crédit,2,15-12-2024,11-01-2025,15-12-2024 au 11-01-2025,4779
427,18,Autre,détente,Norvège,printemps,8,2,2786,Carte de crédit,3,22-04-2024,03-05-2024,22-04-2024 au 03-05-2024,6446
428,42,Autre,aventure,Costa Rica,hiver,5,1,712,Carte de crédit,2,28-02-2025,08-03-2025,28-02-2025 au 08-03-2025,8316
429,27,F,aventure,Pérou,hiver,8,2,2793,Paypal,3,13-07-2024,23-07-2024,13-07-2024 au 23-07-2024,4164
430,24,F,détente,Vietnam,été,6,3,1166,Virement,3,24-01-2025,11-02-2025,24-01-2025 au 11-02-2025,2945
431,34,M,culturel,Pérou,hiver,11,3,6217,Virement,2,20-06-2024,02-07-2024,20-06-2024 au 02-07-2024,4868
432,52,Autre,aventure,Bali,hiver,12,2,7397,Paypal,3,23-05-2024,31-05-2024,23-05-2024 au 31-05-2024,8870
433,27,Autre,détente,Japon,automne,7,2,2008,Virement,3,13-07-2024,29-07-2024,13-07-2024 au 29-07-2024,3794
434,41,F,aventure,Norvège,automne,6,2,1171,Virement,3,18-05-2024,27-05-2024,18-05-2024 au 27-05-2024,7459
435,24,Autre,aventure,Brésil,été,7,3,2021,Carte de crédit,1,13-08-2024,12-09-2024,13-08-2024 au 12-09-2024,7517
436,44,Autre,culturel,Costa Rica,printemps,10,1,5007,Virement,2,24-02-2025,22-03-2025,24-02-2025 au 22-03-2025,4170
437,49,F,culturel,Bali,hiver,13,5,8598,Carte de crédit,3,02-12-2024,30-12-2024,02-12-2024 au 30-12-2024,5853
438,36,Autre,culturel,Japon,hiver,13,3,8611,Virement,2,18-07-2024,27-07-2024,18-07-2024 au 27-07-2024,7443
439,40,M,culturel,Japon,été,15,3,9683,Paypal,2,28-08-2024,30-08-2024,28-08-2024 au 30-08-2024,4431
440,27,Autre,détente,Népal,hiver,6,1,1171,Carte de crédit,2,04-04-2024,28-04-2024,04-04-2024 au 28-04-2024,4695
441,31,Autre,culturel,Japon,été,12,2,7399,Paypal,3,10-10-2024,07-11-2024,10-10-2024 au 07-11-2024,4127
442,30,Autre,détente,Maroc,hiver,11,5,6219,Virement,3,03-12-2024,13-12-2024,03-12-2024 au 13-12-2024,3478
443,30,F,détente,France,hiver,6,1,1173,Virement,4,24-10-2024,29-10-2024,24-10-2024 au 29-10-2024,4026
444,35,F,aventure,Islande,été,8,1,2796,Virement,2,21-03-2025,29-03-2025,21-03-2025 au 29-03-2025,3164
445,45,Autre,détente,Brésil,printemps,15,4,9701,Virement,3,06-10-2024,11-10-2024,06-10-2024 au 11-10-2024,5051
446,56,Autre,aventure,Costa Rica,hiver,9,3,3775,Virement,2,07-12-2024,20-12-2024,07-12-2024 au 20-12-2024,3845
447,32,Autre,culturel,Bali,hiver,7,1,2023,Virement,2,13-05-2024,26-05-2024,13-05-2024 au 26-05-2024,5351
448,22,F,culturel,Pérou,hiver,7,5,2024,Carte de crédit,4,19-10-2024,23-10-2024,19-10-2024 au 23-10-2024,2666
449,47,Autre,culturel,Costa Rica,été,8,4,2809,Virement,4,07-03-2025,01-04-2025,07-03-2025 au 01-04-2025,5496
450,34,M,aventure,Islande,été,12,2,7438,Virement,2,28-03-2025,29-03-2025,28-03-2025 au 29-03-2025,6250
451,28,Autre,culturel,Japon,hiver,5,5,713,Virement,2,30-09-2024,23-10-2024,30-09-2024 au 23-10-2024,2009
452,26,M,aventure,Brésil,été,11,3,6249,Virement,1,05-03-2025,27-03-2025,05-03-2025 au 27-03-2025,5561
453,27,Autre,détente,Costa Rica,printemps,10,4,5040,Virement,3,24-01-2025,02-02-2025,24-01-2025 au 02-02-2025,6842
454,45,Autre,culturel,Norvège,hiver,6,2,1240,Paypal,2,27-03-2025,04-04-2025,27-03-2025 au 04-04-2025,3186
455,38,Autre,détente,Norvège,hiver,5,3,733,Carte de crédit,3,31-03-2024,18-04-2024,31-03-2024 au 18-04-2024,7509
456,30,Autre,culturel,Australie,hiver,12,5,7462,Carte de crédit,2,23-10-2024,15-11-2024,23-10-2024 au 15-11-2024,5629
457,38,Autre,aventure,Japon,hiver,10,2,5076,Virement,3,26-07-2024,09-08-2024,26-07-2024 au 09-08-2024,3942
458,27,M,détente,France,été,8,3,2846,Virement,2,28-11-2024,17-12-2024,28-11-2024 au 17-12-2024,4916
459,33,F,culturel,Bali,hiver,9,4,3778,Carte de crédit,2,30-12-2024,10-01-2025,30-12-2024 au 10-01-2025,5837
460,23,Autre,culturel,France,hiver,12,1,7474,Virement,2,27-08-2024,05-09-2024,27-08-2024 au 05-09-2024,5114
461,26,F,culturel,Japon,hiver,8,1,2849,Paypal,3,28-10-2024,05-11-2024,28-10-2024 au 05-11-2024,5808
462,39,F,culturel,Australie,hiver,7,3,2045,Virement,2,18-10-2024,06-11-2024,18-10-2024 au 06-11-2024,3619
463,56,F,détente,Norvège,automne,14,2,9377,Paypal,2,29-06-2024,02-07-2024,29-06-2024 au 02-07-2024,5254
464,41,Autre,culturel,Maroc,printemps,12,2,7502,Carte de crédit,2,22-01-2025,21-02-2025,22-01-2025 au 21-02-2025,2879
465,33,M,culturel,Norvège,été,10,2,5096,Virement,2,18-03-2025,13-04-2025,18-03-2025 au 13-04-2025,4833
466,41,F,culturel,Népal,hiver,11,4,6255,Carte de crédit,2,24-04-2024,19-05-2024,24-04-2024 au 19-05-2024,3644
467,35,F,culturel,Népal,été,12,4,7524,Virement,2,01-09-2024,27-09-2024,01-09-2024 au 27-09-2024,3897
468,38,M,culturel,Népal,hiver,9,1,3797,Paypal,4,27-01-2025,17-02-2025,27-01-2025 au 17-02-2025,6854
469,45,Autre,culturel,Brésil,hiver,12,4,7546,Virement,2,07-07-2024,12-07-2024,07-07-2024 au 12-07-2024,6637
470,35,M,culturel,Pérou,hiver,8,1,2893,Carte de crédit,4,03-12-2024,28-12-2024,03-12-2024 au 28-12-2024,5914
471,54,F,culturel,Pérou,été,6,2,1243,Paypal,3,30-08-2024,02-09-2024,30-08-2024 au 02-09-2024,3362
472,29,Autre,culturel,Brésil,été,8,5,2899,Carte de crédit,3,06-05-2024,05-06-2024,06-05-2024 au 05-06-2024,4525
473,40,F,détente,Australie,automne,9,2,3801,Carte de crédit,1,13-11-2024,11-12-2024,13-11-2024 au 11-12-2024,6820
474,47,Autre,culturel,Islande,automne,12,5,7616,Carte de crédit,4,24-09-2024,13-10-2024,24-09-2024 au 13-10-2024,5213
475,47,M,détente,Islande,automne,12,1,7619,Virement,3,23-07-2024,14-08-2024,23-07-2024 au 14-08-2024,8479
476,42,Autre,aventure,Islande,hiver,13,3,8629,Virement,1,26-06-2024,02-07-2024,26-06-2024 au 02-07-2024,5590
477,29,M,culturel,Bali,hiver,9,1,3853,Paypal,2,17-02-2025,22-02-2025,17-02-2025 au 22-02-2025,5288
478,54,Autre,détente,Australie,automne,12,1,7631,Virement,3,07-06-2024,20-06-2024,07-06-2024 au 20-06-2024,4536
479,33,M,aventure,Népal,automne,11,4,6262,Carte de crédit,1,09-03-2025,30-03-2025,09-03-2025 au 30-03-2025,5200
480,24,M,culturel,Australie,été,12,5,7633,Carte de crédit,2,20-01-2025,07-02-2025,20-01-2025 au 07-02-2025,4771
481,26,Autre,aventure,Népal,été,11,2,6263,Paypal,1,26-05-2024,21-06-2024,26-05-2024 au 21-06-2024,6062
482,37,F,aventure,Norvège,été,6,5,1246,Virement,2,26-07-2024,20-08-2024,26-07-2024 au 20-08-2024,6435
483,47,Autre,culturel,Vietnam,été,8,4,2900,Carte de crédit,3,21-07-2024,29-07-2024,21-07-2024 au 29-07-2024,3821
484,49,M,aventure,Vietnam,hiver,13,2,8636,Virement,2,10-09-2024,11-09-2024,10-09-2024 au 11-09-2024,3003
485,36,M,culturel,Norvège,été,12,5,7642,Virement,2,22-04-2024,06-05-2024,22-04-2024 au 06-05-2024,2246
486,30,Autre,culturel,Islande,hiver,5,2,735,Virement,4,13-12-2024,19-12-2024,13-12-2024 au 19-12-2024,5762
487,28,F,culturel,Japon,printemps,7,3,2048,Virement,4,08-12-2024,04-01-2025,08-12-2024 au 04-01-2025,3345
488,31,F,culturel,France,automne,15,2,9705,Virement,2,21-06-2024,23-06-2024,21-06-2024 au 23-06-2024,1771
489,44,F,aventure,Vietnam,hiver,8,3,2907,Virement,3,26-07-2024,05-08-2024,26-07-2024 au 05-08-2024,5583
490,30,F,aventure,Costa Rica,hiver,7,1,2074,Paypal,3,01-04-2024,04-04-2024,01-04-2024 au 04-04-2024,8739
491,30,Autre,aventure,Costa Rica,été,12,3,7655,Virement,3,25-04-2024,20-05-2024,25-04-2024 au 20-05-2024,4991
492,51,M,culturel,Japon,automne,6,4,1260,Virement,3,15-02-2025,10-03-2025,15-02-2025 au 10-03-2025,6258
493,44,F,aventure,Costa Rica,été,11,2,6266,Paypal,2,01-01-2025,29-01-2025,01-01-2025 au 29-01-2025,5123
494,42,F,culturel,Vietnam,été,11,5,6268,Paypal,2,21-03-2025,17-04-2025,21-03-2025 au 17-04-2025,4852
495,43,M,détente,Népal,été,6,1,1267,Virement,3,25-03-2025,30-03-2025,25-03-2025 au 30-03-2025,6379
496,26,F,culturel,Japon,hiver,14,4,9413,Paypal,3,02-11-2024,25-11-2024,02-11-2024 au 25-11-2024,4565
497,43,F,aventure,Pérou,été,6,2,1270,Virement,3,30-04-2024,21-05-2024,30-04-2024 au 21-05-2024,5401
498,41,F,culturel,Norvège,printemps,14,3,9423,Virement,2,15-06-2024,21-06-2024,15-06-2024 au 21-06-2024,5483
499,37,Autre,détente,Népal,été,8,1,2936,Carte de crédit,2,02-03-2025,03-03-2025,02-03-2025 au 03-03-2025,3998
500,47,Autre,aventure,Népal,été,10,2,5103,Virement,2,03-02-2025,13-02-2025,03-02-2025 au 13-02-2025,6488
501,37,Autre,culturel,Bali,été,13,4,8649,Paypal,1,11-02-2025,19-02-2025,11-02-2025 au 19-02-2025,4738
502,35,M,aventure,Costa Rica,hiver,8,2,2939,Carte de crédit,4,23-06-2024,24-06-2024,23-06-2024 au 24-06-2024,3866
503,18,M,culturel,Pérou,été,9,4,3874,Carte de crédit,2,21-10-2024,01-11-2024,21-10-2024 au 01-11-2024,5805
504,28,M,culturel,Brésil,hiver,10,4,5107,Carte de crédit,2,26-05-2024,03-06-2024,26-05-2024 au 03-06-2024,3652
505,29,Autre,aventure,Brésil,automne,7,1,2081,Paypal,1,24-10-2024,16-11-2024,24-10-2024 au 16-11-2024,5042
506,33,Autre,culturel,Vietnam,été,12,2,7662,Virement,2,05-11-2024,06-11-2024,05-11-2024 au 06-11-2024,4986
507,41,Autre,détente,Norvège,hiver,8,4,2942,Virement,2,23-06-2024,19-07-2024,23-06-2024 au 19-07-2024,6629
508,27,F,culturel,Bali,automne,11,4,6276,Paypal,4,20-09-2024,26-09-2024,20-09-2024 au 26-09-2024,5712
509,27,Autre,aventure,Australie,automne,12,5,7683,Virement,2,25-03-2025,07-04-2025,25-03-2025 au 07-04-2025,4962
510,30,Autre,culturel,Népal,été,12,1,7690,Paypal,4,10-06-2024,25-06-2024,10-06-2024 au 25-06-2024,6227
511,24,F,détente,Norvège,printemps,9,3,3876,Virement,1,19-03-2025,31-03-2025,19-03-2025 au 31-03-2025,7085
512,31,F,détente,Vietnam,été,8,1,2946,Virement,2,14-06-2024,20-06-2024,14-06-2024 au 20-06-2024,5837
513,27,Autre,culturel,Népal,été,11,1,6294,Virement,1,07-11-2024,03-12-2024,07-11-2024 au 03-12-2024,5016
514,34,Autre,aventure,Népal,hiver,10,5,5128,Virement,1,29-09-2024,21-10-2024,29-09-2024 au 21-10-2024,3032
515,38,Autre,aventure,Costa Rica,été,10,4,5129,Virement,3,19-11-2024,21-11-2024,19-11-2024 au 21-11-2024,3402
516,43,Autre,détente,Japon,été,9,5,3890,Paypal,3,02-05-2024,03-05-2024,02-05-2024 au 03-05-2024,4542
517,33,F,détente,Australie,automne,8,1,2949,Paypal,3,23-09-2024,13-10-2024,23-09-2024 au 13-10-2024,4086
518,20,Autre,culturel,Norvège,printemps,9,5,3893,Carte de crédit,3,04-01-2025,11-01-2025,04-01-2025 au 11-01-2025,4720
519,25,M,culturel,Brésil,été,8,5,2955,Virement,2,22-05-2024,14-06-2024,22-05-2024 au 14-06-2024,5085
520,50,Autre,aventure,Bali,hiver,5,5,749,Carte de crédit,4,17-05-2024,25-05-2024,17-05-2024 au 25-05-2024,5795
521,29,F,aventure,Bali,hiver,8,1,2956,Virement,5,21-08-2024,02-09-2024,21-08-2024 au 02-09-2024,4894
522,23,Autre,détente,Costa Rica,automne,12,3,7693,Virement,5,25-04-2024,23-05-2024,25-04-2024 au 23-05-2024,5730
523,52,F,aventure,France,été,11,3,6304,Virement,3,17-05-2024,12-06-2024,17-05-2024 au 12-06-2024,5097
524,50,M,culturel,Maroc,été,9,5,3919,Paypal,2,21-12-2024,15-01-2025,21-12-2024 au 15-01-2025,2037
525,42,Autre,culturel,Pérou,automne,8,1,2957,Paypal,4,10-07-2024,22-07-2024,10-07-2024 au 22-07-2024,3591
526,38,F,détente,Bali,été,9,5,3919,Carte de crédit,3,29-01-2025,02-02-2025,29-01-2025 au 02-02-2025,4784
527,38,Autre,culturel,Pérou,été,12,4,7749,Carte de crédit,3,01-07-2024,15-07-2024,01-07-2024 au 15-07-2024,3185
528,39,Autre,aventure,Australie,hiver,10,2,5137,Virement,3,14-07-2024,01-08-2024,14-07-2024 au 01-08-2024,5900
529,25,M,aventure,Islande,automne,11,1,6309,Virement,1,04-02-2025,12-02-2025,04-02-2025 au 12-02-2025,7296
530,41,M,culturel,Australie,hiver,9,4,3939,Virement,2,12-01-2025,15-01-2025,12-01-2025 au 15-01-2025,6828
531,47,Autre,détente,Népal,automne,6,5,1292,Paypal,1,29-05-2024,10-06-2024,29-05-2024 au 10-06-2024,4680
532,45,Autre,détente,Népal,hiver,10,3,5137,Carte de crédit,1,09-09-2024,14-09-2024,09-09-2024 au 14-09-2024,7236
533,25,F,aventure,Maroc,printemps,13,4,8652,Paypal,1,19-05-2024,27-05-2024,19-05-2024 au 27-05-2024,5223
534,29,Autre,culturel,Bali,printemps,11,5,6315,Virement,2,24-04-2024,10-05-2024,24-04-2024 au 10-05-2024,4494
535,31,F,culturel,Bali,automne,10,4,5150,Paypal,2,28-10-2024,17-11-2024,28-10-2024 au 17-11-2024,4080
536,52,M,détente,Japon,automne,9,5,3943,Virement,2,08-01-2025,30-01-2025,08-01-2025 au 30-01-2025,4546
537,31,Autre,détente,France,été,11,1,6325,Paypal,3,24-01-2025,21-02-2025,24-01-2025 au 21-02-2025,4418
538,27,Autre,détente,Islande,automne,12,2,7759,Virement,2,12-03-2025,14-03-2025,12-03-2025 au 14-03-2025,5256
539,18,Autre,culturel,Pérou,été,13,4,8672,Virement,3,18-08-2024,22-08-2024,18-08-2024 au 22-08-2024,5241
540,24,M,détente,Australie,automne,7,1,2082,Virement,1,26-12-2024,30-12-2024,26-12-2024 au 30-12-2024,5005
541,50,F,culturel,Norvège,automne,9,4,3945,Paypal,3,20-02-2025,19-03-2025,20-02-2025 au 19-03-2025,5655
542,37,Autre,culturel,Bali,été,9,2,3945,Virement,3,01-10-2024,13-10-2024,01-10-2024 au 13-10-2024,6786
543,18,Autre,détente,Népal,été,6,1,1301,Virement,3,25-07-2024,12-08-2024,25-07-2024 au 12-08-2024,6424
544,32,F,culturel,Japon,été,13,4,8689,Carte de crédit,1,21-12-2024,05-01-2025,21-12-2024 au 05-01-2025,2773
545,20,Autre,détente,Costa Rica,hiver,9,4,3972,Virement,1,16-02-2025,24-02-2025,16-02-2025 au 24-02-2025,1169
546,29,Autre,culturel,Australie,automne,11,3,6331,Virement,1,07-05-2024,12-05-2024,07-05-2024 au 12-05-2024,6401
547,18,M,aventure,Maroc,automne,10,3,5158,Carte de crédit,3,06-03-2025,24-03-2025,06-03-2025 au 24-03-2025,2950
548,29,M,détente,Pérou,printemps,10,1,5212,Virement,1,05-01-2025,23-01-2025,05-01-2025 au 23-01-2025,4663
549,45,Autre,culturel,Vietnam,printemps,11,2,6332,Virement,1,17-12-2024,14-01-2025,17-12-2024 au 14-01-2025,3245
550,33,M,culturel,Norvège,été,10,5,5220,Virement,2,05-06-2024,02-07-2024,05-06-2024 au 02-07-2024,2297
551,33,M,culturel,Brésil,été,12,1,7797,Paypal,4,27-04-2024,16-05-2024,27-04-2024 au 16-05-2024,5812
552,26,Autre,détente,Australie,printemps,10,2,5308,Paypal,3,29-06-2024,13-07-2024,29-06-2024 au 13-07-2024,6139
553,34,M,culturel,France,automne,8,3,2965,Carte de crédit,2,15-01-2025,12-02-2025,15-01-2025 au 12-02-2025,4135
554,18,Autre,culturel,Australie,été,9,1,3989,Paypal,4,26-08-2024,14-09-2024,26-08-2024 au 14-09-2024,1113
555,50,M,aventure,Brésil,été,13,4,8690,Virement,2,15-07-2024,13-08-2024,15-07-2024 au 13-08-2024,4181
556,18,M,culturel,Népal,hiver,9,2,3993,Paypal,2,01-11-2024,05-11-2024,01-11-2024 au 05-11-2024,5588
557,18,M,aventure,Norvège,hiver,9,3,4002,Carte de crédit,1,25-10-2024,28-10-2024,25-10-2024 au 28-10-2024,2782
558,44,Autre,détente,Islande,été,10,4,5311,Carte de crédit,2,30-05-2024,18-06-2024,30-05-2024 au 18-06-2024,5275
559,24,M,aventure,Islande,été,9,3,4008,Carte de crédit,1,11-12-2024,24-12-2024,11-12-2024 au 24-12-2024,4977
560,34,M,culturel,Brésil,printemps,7,3,2085,Paypal,3,08-03-2025,05-04-2025,08-03-2025 au 05-04-2025,5869
561,50,Autre,aventure,Népal,hiver,12,4,7810,Paypal,2,09-07-2024,16-07-2024,09-07-2024 au 16-07-2024,5179
562,36,Autre,détente,Vietnam,hiver,14,2,9424,Paypal,3,29-04-2024,18-05-2024,29-04-2024 au 18-05-2024,3540
563,34,M,détente,Vietnam,été,6,2,1319,Paypal,1,19-10-2024,17-11-2024,19-10-2024 au 17-11-2024,6795
564,44,M,détente,Brésil,été,9,5,4017,Paypal,3,05-10-2024,06-10-2024,05-10-2024 au 06-10-2024,4762
565,51,Autre,culturel,Norvège,automne,11,4,6350,Virement,2,16-03-2025,15-04-2025,16-03-2025 au 15-04-2025,4959
566,34,M,détente,Vietnam,été,10,3,5324,Virement,5,15-06-2024,21-06-2024,15-06-2024 au 21-06-2024,3600
567,43,Autre,culturel,Vietnam,automne,9,1,4032,Virement,2,31-01-2025,03-02-2025,31-01-2025 au 03-02-2025,4335
568,36,Autre,culturel,Népal,hiver,8,3,2979,Carte de crédit,4,18-02-2025,02-03-2025,18-02-2025 au 02-03-2025,3673
569,35,F,aventure,Népal,hiver,11,4,6358,Paypal,3,13-02-2025,03-03-2025,13-02-2025 au 03-03-2025,4741
570,29,M,culturel,Costa Rica,hiver,12,2,7814,Virement,3,11-04-2024,15-04-2024,11-04-2024 au 15-04-2024,7568
571,36,F,aventure,Vietnam,hiver,11,2,6362,Carte de crédit,2,09-07-2024,04-08-2024,09-07-2024 au 04-08-2024,2942
572,25,Autre,aventure,Maroc,hiver,7,2,2089,Paypal,2,15-11-2024,13-12-2024,15-11-2024 au 13-12-2024,2580
573,28,F,détente,Népal,été,5,1,755,Paypal,3,09-08-2024,06-09-2024,09-08-2024 au 06-09-2024,7207
574,45,F,culturel,Brésil,printemps,14,3,9437,Virement,1,25-06-2024,12-07-2024,25-06-2024 au 12-07-2024,4686
575,32,M,aventure,Pérou,été,6,2,1330,Paypal,3,08-09-2024,24-09-2024,08-09-2024 au 24-09-2024,3996
576,29,M,culturel,Népal,hiver,11,1,6365,Virement,3,26-08-2024,07-09-2024,26-08-2024 au 07-09-2024,6560
577,46,Autre,détente,France,hiver,9,4,4033,Carte de crédit,4,24-08-2024,31-08-2024,24-08-2024 au 31-08-2024,4092
578,27,Autre,culturel,Népal,hiver,8,2,2982,Carte de crédit,3,05-09-2024,16-09-2024,05-09-2024 au 16-09-2024,7739
579,40,Autre,aventure,Costa Rica,hiver,10,4,5341,Paypal,2,05-12-2024,23-12-2024,05-12-2024 au 23-12-2024,6017
580,41,Autre,culturel,Costa Rica,été,8,3,2982,Virement,2,14-09-2024,01-10-2024,14-09-2024 au 01-10-2024,4268
581,27,F,détente,Népal,automne,5,1,755,Virement,3,08-01-2025,17-01-2025,08-01-2025 au 17-01-2025,8236
582,57,Autre,aventure,Népal,hiver,9,5,4052,Carte de crédit,2,02-11-2024,14-11-2024,02-11-2024 au 14-11-2024,4091
583,33,M,détente,Bali,automne,11,1,6403,Virement,3,15-10-2024,13-11-2024,15-10-2024 au 13-11-2024,6113
584,37,M,culturel,Bali,été,11,3,6407,Carte de crédit,2,12-02-2025,13-03-2025,12-02-2025 au 13-03-2025,5449
585,38,Autre,culturel,Japon,hiver,11,4,6452,Paypal,2,31-03-2024,22-04-2024,31-03-2024 au 22-04-2024,6953
586,35,Autre,culturel,Costa Rica,été,10,3,5345,Virement,3,08-02-2025,21-02-2025,08-02-2025 au 21-02-2025,7342
587,25,F,culturel,France,hiver,5,1,775,Carte de crédit,2,12-09-2024,09-10-2024,12-09-2024 au 09-10-2024,5048
588,35,M,culturel,Islande,été,12,1,7816,Paypal,3,18-02-2025,18-03-2025,18-02-2025 au 18-03-2025,3870
589,33,Autre,culturel,Japon,été,5,4,780,Paypal,2,01-05-2024,19-05-2024,01-05-2024 au 19-05-2024,5690
590,43,M,aventure,Pérou,automne,9,5,4068,Virement,3,26-03-2025,13-04-2025,26-03-2025 au 13-04-2025,3983
591,49,M,culturel,Australie,hiver,6,4,1367,Carte de crédit,4,09-05-2024,22-05-2024,09-05-2024 au 22-05-2024,8020
592,50,M,aventure,Népal,hiver,14,5,9460,Paypal,4,08-08-2024,17-08-2024,08-08-2024 au 17-08-2024,5205
593,23,Autre,détente,Norvège,hiver,10,2,5364,Virement,4,07-04-2024,02-05-2024,07-04-2024 au 02-05-2024,4452
594,34,Autre,détente,France,hiver,10,2,5365,Carte de crédit,2,11-07-2024,25-07-2024,11-07-2024 au 25-07-2024,5277
595,20,F,détente,Islande,été,11,4,6459,Paypal,3,17-10-2024,04-11-2024,17-10-2024 au 04-11-2024,2979
596,44,Autre,détente,Népal,été,11,5,6471,Carte de crédit,2,23-11-2024,19-12-2024,23-11-2024 au 19-12-2024,3543
597,39,Autre,détente,Australie,hiver,5,2,802,Carte de crédit,2,25-03-2025,12-04-2025,25-03-2025 au 12-04-2025,6801
598,53,Autre,détente,Islande,hiver,11,1,6480,Virement,2,14-11-2024,02-12-2024,14-11-2024 au 02-12-2024,4015
599,25,F,culturel,Japon,été,11,5,6480,Paypal,2,15-10-2024,04-11-2024,15-10-2024 au 04-11-2024,3430
600,37,M,détente,Brésil,été,15,4,9707,Paypal,4,05-05-2024,10-05-2024,05-05-2024 au 10-05-2024,5805
601,44,M,culturel,Pérou,printemps,9,4,4079,Virement,3,11-06-2024,03-07-2024,11-06-2024 au 03-07-2024,6779
602,37,M,culturel,Népal,été,7,5,2101,Virement,3,22-06-2024,25-06-2024,22-06-2024 au 25-06-2024,6078
603,37,Autre,culturel,Costa Rica,printemps,9,3,4096,Virement,2,08-08-2024,01-09-2024,08-08-2024 au 01-09-2024,6494
604,34,Autre,culturel,Bali,printemps,10,1,5384,Carte de crédit,2,06-05-2024,13-05-2024,06-05-2024 au 13-05-2024,3865
605,33,Autre,aventure,Brésil,printemps,5,3,810,Virement,4,29-09-2024,24-10-2024,29-09-2024 au 24-10-2024,2867
606,18,M,aventure,France,été,5,3,830,Paypal,3,17-08-2024,31-08-2024,17-08-2024 au 31-08-2024,7252
607,36,Autre,culturel,Maroc,automne,7,3,2113,Carte de crédit,2,26-10-2024,30-10-2024,26-10-2024 au 30-10-2024,4516
608,18,M,culturel,France,automne,10,2,5388,Virement,3,01-12-2024,07-12-2024,01-12-2024 au 07-12-2024,4624
609,36,M,culturel,Brésil,hiver,12,2,7857,Virement,2,24-10-2024,11-11-2024,24-10-2024 au 11-11-2024,6992
610,31,M,détente,Australie,hiver,11,4,6550,Paypal,4,01-11-2024,18-11-2024,01-11-2024 au 18-11-2024,5834
611,44,M,culturel,Népal,hiver,15,2,9723,Virement,3,21-11-2024,15-12-2024,21-11-2024 au 15-12-2024,5684
612,34,Autre,aventure,Bali,hiver,17,4,9958,Paypal,3,27-11-2024,03-12-2024,27-11-2024 au 03-12-2024,8248
613,30,M,culturel,Pérou,automne,9,5,4098,Carte de crédit,3,03-08-2024,05-08-2024,03-08-2024 au 05-08-2024,4035
614,20,Autre,culturel,Pérou,printemps,7,2,2133,Carte de crédit,3,09-09-2024,05-10-2024,09-09-2024 au 05-10-2024,6392
615,47,Autre,détente,Vietnam,été,10,4,5391,Virement,3,13-01-2025,12-02-2025,13-01-2025 au 12-02-2025,5086
616,26,F,détente,Bali,été,9,5,4104,Virement,2,23-12-2024,25-12-2024,23-12-2024 au 25-12-2024,5403
617,30,M,détente,Japon,hiver,7,3,2140,Paypal,3,02-10-2024,12-10-2024,02-10-2024 au 12-10-2024,7293
618,54,Autre,détente,France,hiver,10,1,5402,Virement,3,26-03-2025,13-04-2025,26-03-2025 au 13-04-2025,5762
619,18,Autre,aventure,Vietnam,printemps,11,5,6607,Paypal,3,13-02-2025,05-03-2025,13-02-2025 au 05-03-2025,5807
620,40,M,détente,Brésil,printemps,12,5,7858,Paypal,3,03-03-2025,30-03-2025,03-03-2025 au 30-03-2025,6609
621,45,Autre,aventure,Bali,printemps,11,3,6622,Carte de crédit,2,24-03-2025,21-04-2025,24-03-2025 au 21-04-2025,4453
622,26,Autre,aventure,Vietnam,hiver,9,2,4121,Virement,1,04-11-2024,08-11-2024,04-11-2024 au 08-11-2024,3741
623,35,Autre,culturel,France,hiver,7,1,2166,Carte de crédit,3,02-09-2024,14-09-2024,02-09-2024 au 14-09-2024,3433
624,38,Autre,culturel,Norvège,été,10,2,5404,Paypal,3,03-10-2024,28-10-2024,03-10-2024 au 28-10-2024,2050
625,39,M,culturel,Bali,été,9,2,4136,Virement,2,13-09-2024,15-09-2024,13-09-2024 au 15-09-2024,8084
626,41,Autre,détente,Islande,automne,9,5,4143,Virement,3,10-05-2024,18-05-2024,10-05-2024 au 18-05-2024,3345
627,50,M,détente,Brésil,printemps,8,2,2984,Carte de crédit,3,13-02-2025,22-02-2025,13-02-2025 au 22-02-2025,4668
628,22,Autre,aventure,Brésil,automne,11,1,6631,Carte de crédit,2,07-02-2025,28-02-2025,07-02-2025 au 28-02-2025,4585
629,59,Autre,culturel,Japon,hiver,7,3,2168,Carte de crédit,1,19-12-2024,17-01-2025,19-12-2024 au 17-01-2025,5461
630,54,M,culturel,Norvège,printemps,10,5,5404,Carte de crédit,3,14-09-2024,19-09-2024,14-09-2024 au 19-09-2024,6224
631,47,Autre,culturel,Australie,hiver,13,5,8739,Virement,2,20-12-2024,31-12-2024,20-12-2024 au 31-12-2024,6291
632,24,M,aventure,Maroc,été,7,4,2195,Virement,3,23-07-2024,21-08-2024,23-07-2024 au 21-08-2024,4125
633,34,F,culturel,Norvège,printemps,10,2,5419,Virement,3,11-02-2025,09-03-2025,11-02-2025 au 09-03-2025,4749
634,48,F,aventure,Japon,printemps,8,2,2996,Virement,3,21-11-2024,23-11-2024,21-11-2024 au 23-11-2024,5424
635,43,Autre,culturel,Brésil,hiver,13,5,8751,Carte de crédit,2,13-07-2024,20-07-2024,13-07-2024 au 20-07-2024,4627
