Index;metier;sexe;enfant_conduite_accompagne;tranche_revenus;usage_vehicule;type_vehicule;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule;Tranche_age;Tranche_tarif_devis
22;"designer industriel industrielle";"M";True;"20k - 40k";"Private";"Minivan";1;0;"Highly Urban/ Urban";2022-03-27 09:22:22,000;"complet";"dev_premium";"80";"300 - 399"
78;"responsable de laboratoire de contrôle en chimie";"M";False;"40k - 60k";"Commercial";"Panel Truck";4;11;"Highly Urban/ Urban";2022-01-24 17:35:29,000;"complet";"dev_premium";"40 - 60";"300 - 399"
80;"formulateur";"M";False;"100k +";"Private";"Minivan";1;1;"Highly Urban/ Urban";2022-04-20 07:29:52,000;"complet";"dev_premium";"40 - 60";"300 - 399"
92;"chef de projet multimédia";"F";False;"20k - 40k";"Private";"Minivan";1;1;"Highly Urban/ Urban";2022-03-28 10:41:36,000;"complet";"dev_premium";"";"300 - 399"
196;"maquettiste";"F";False;"40k - 60k";"Private";"Sports Car";3;7;"Highly Urban/ Urban";2022-04-07 02:19:19,000;"complet";"dev_premium";"60 - 80";"300 - 399"
267;"gouvernant";"M";False;"80k - 100k";"Private";"z_SUV";1;1;"z_Highly Rural/ Rural";2022-01-28 09:25:34,000;"complet";"dev_premium";"40 - 60";"300 - 399"
270;"modiste";"F";False;"100k +";"Private";"Minivan";4;13;"Highly Urban/ Urban";2022-05-15 03:11:09,000;"complet";"dev_premium";"40 - 60";"300 - 399"
408;"concepteur de niveaux de jeu web";"M";False;"60k - 80k";"Private";"Minivan";2;9;"Highly Urban/ Urban";2022-04-13 19:59:01,000;"complet";"dev_premium";"";"300 - 399"
409;"administrateur territorial";"M";False;"0 - 20 k";"Commercial";"Van";1;14;"Highly Urban/ Urban";2022-03-01 04:29:22,000;"complet";"dev_premium";"25 - 40";"300 - 399"
494;"traducteur-interprète";"F";False;"20k - 40k";"Private";"Minivan";3;0;"z_Highly Rural/ Rural";2022-05-12 06:56:40,000;"complet";"dev_premium";"18 - 25";"300 - 399"
533;"secrétaire médical";"M";False;"40k - 60k";"Commercial";"Pickup";2;13;"z_Highly Rural/ Rural";2022-05-10 23:21:25,000;"complet";"dev_premium";"60 - 80";"300 - 399"
579;"brodeur";"M";False;"20k - 40k";"Private";"Minivan";2;1;"Highly Urban/ Urban";2022-04-20 23:17:36,000;"complet";"dev_premium";"40 - 60";"300 - 399"
599;"technicien pétrolier pétrolière";"M";True;"0 - 20 k";"Commercial";"Pickup";2;1;"z_Highly Rural/ Rural";2022-03-11 21:23:12,000;"complet";"dev_premium";"40 - 60";"300 - 399"
638;"technicien chimiste";"F";False;"20k - 40k";"Commercial";"Pickup";1;1;"Highly Urban/ Urban";2022-04-13 20:56:49,000;"complet";"dev_premium";"80";"300 - 399"
643;"économiste de la construction";"F";False;"100k +";"Private";"Minivan";6;17;"Highly Urban/ Urban";2022-04-17 06:36:00,000;"complet";"dev_premium";"40 - 60";"300 - 399"
649;"militaire du rang de l'armée de terre";"M";False;"20k - 40k";"Commercial";"z_SUV";1;8;"z_Highly Rural/ Rural";2022-02-10 16:25:10,000;"complet";"dev_premium";"60 - 80";"300 - 399"
658;"rudologue";"F";False;"20k - 40k";"Commercial";"Pickup";1;4;"Highly Urban/ Urban";2022-04-03 02:13:34,000;"complet";"dev_premium";"60 - 80";"300 - 399"
752;"commerçant en alimentation";"M";False;"0 - 20 k";"Private";"Sports Car";1;8;"Highly Urban/ Urban";2022-04-07 23:39:14,000;"complet";"dev_premium";"40 - 60";"300 - 399"
819;"responsable e-CRM";"F";False;"100k +";"Commercial";"Van";4;8;"Highly Urban/ Urban";2022-01-15 03:03:13,000;"complet";"dev_premium";"40 - 60";"300 - 399"
850;"fleuriste";"M";True;"100k +";"Private";"z_SUV";4;6;"z_Highly Rural/ Rural";2022-01-17 08:07:21,000;"complet";"dev_premium";"25 - 40";"300 - 399"
867;"réceptionniste";"M";False;"40k - 60k";"Commercial";"Pickup";6;9;"Highly Urban/ Urban";2022-04-26 10:16:38,000;"complet";"dev_premium";"80";"300 - 399"
920;"commerçant en alimentation";"M";False;"40k - 60k";"Commercial";"Van";1;12;"Highly Urban/ Urban";2022-04-23 16:15:26,000;"complet";"dev_premium";"40 - 60";"300 - 399"
926;"restaurateur d'oeuvres d'art";"M";False;"40k - 60k";"Commercial";"Minivan";4;10;"Highly Urban/ Urban";2022-02-23 14:57:47,000;"complet";"dev_premium";"60 - 80";"300 - 399"
949;"ouvrier agricole";"F";False;"40k - 60k";"Commercial";"Pickup";6;1;"Highly Urban/ Urban";2022-02-13 07:43:28,000;"complet";"dev_premium";"60 - 80";"300 - 399"
950;"pédicure-podologue";"M";False;"100k +";"Private";"z_SUV";1;15;"Highly Urban/ Urban";2022-05-16 04:25:58,000;"complet";"dev_premium";"60 - 80";"300 - 399"
972;"animateur de radio et de télévision";"F";False;"40k - 60k";"Commercial";"Panel Truck";2;8;"Highly Urban/ Urban";2022-03-13 03:20:49,000;"complet";"dev_premium";"40 - 60";"300 - 399"
1005;"parfumeur";"F";False;"40k - 60k";"Private";"Minivan";5;18;"Highly Urban/ Urban";2022-01-29 04:45:54,000;"complet";"dev_premium";"18 - 25";"300 - 399"
1079;"gestionnaire de contrats d'assurance";"F";True;"80k - 100k";"Private";"Minivan";5;13;"Highly Urban/ Urban";2022-03-31 06:34:03,000;"complet";"dev_premium";"40 - 60";"300 - 399"
1093;"technicien en traitement des matériaux";"M";False;"100k +";"Private";"z_SUV";5;14;"Highly Urban/ Urban";2022-03-19 20:36:55,000;"complet";"dev_premium";"25 - 40";"300 - 399"
1106;"sommelier";"F";False;"100k +";"Commercial";"Panel Truck";1;12;"Highly Urban/ Urban";2022-02-09 22:53:35,000;"complet";"dev_premium";"60 - 80";"300 - 399"
4;"chargé de veille législative et réglementaire";"F";False;"0 - 20 k";"Private";"z_SUV";3;5;"Highly Urban/ Urban";2022-04-20 03:46:00,000;"complet";"dev_integral";"";"300 - 399"
10;"peintre en bâtiment";"F";False;"0 - 20 k";"Commercial";"Panel Truck";1;10;"Highly Urban/ Urban";2022-03-26 07:37:33,000;"complet";"dev_integral";"40 - 60";"300 - 399"
14;"audioprothésiste";"M";False;"0 - 20 k";"Commercial";"Van";5;6;"z_Highly Rural/ Rural";2022-05-02 08:44:46,000;"complet";"dev_integral";"";"300 - 399"
32;"conducteur de travaux";"M";False;"20k - 40k";"Commercial";"Minivan";6;5;"z_Highly Rural/ Rural";2022-04-09 11:49:01,000;"complet";"dev_integral";"25 - 40";"300 - 399"
48;"hôtesse de l'air";"F";False;"100k +";"Commercial";"Panel Truck";1;13;"Highly Urban/ Urban";2022-02-21 11:50:32,000;"complet";"dev_integral";"40 - 60";"300 - 399"
51;"tailleur de pierre";"F";False;"20k - 40k";"Commercial";"Pickup";7;1;"Highly Urban/ Urban";2022-03-28 23:57:50,000;"complet";"dev_integral";"18 - 25";"300 - 399"
70;"dépanneur en électroménager";"F";False;"80k - 100k";"Commercial";"Pickup";1;3;"Highly Urban/ Urban";2022-01-27 21:31:36,000;"complet";"dev_integral";"18 - 25";"300 - 399"
76;"coiffeur";"F";False;"100k +";"Private";"z_SUV";1;18;"Highly Urban/ Urban";2022-04-20 02:38:57,000;"complet";"dev_integral";"25 - 40";"300 - 399"
96;"miroitier";"F";False;"20k - 40k";"Commercial";"Pickup";1;5;"z_Highly Rural/ Rural";2022-01-12 03:39:07,000;"complet";"dev_integral";"40 - 60";"300 - 399"
99;"guichetier";"M";False;"60k - 80k";"Private";"Van";1;8;"Highly Urban/ Urban";2022-05-05 04:13:46,000;"complet";"dev_integral";"40 - 60";"300 - 399"
101;"mécatronicien";"M";False;"0 - 20 k";"Commercial";"Pickup";2;12;"Highly Urban/ Urban";2022-02-12 17:39:26,000;"complet";"dev_integral";"60 - 80";"300 - 399"
103;"agent d'exploitation de l'eau";"M";False;"100k +";"Private";"Minivan";6;11;"Highly Urban/ Urban";2022-01-07 13:02:23,000;"complet";"dev_integral";"40 - 60";"300 - 399"
108;"ingénieur analyste de l'air";"M";False;"60k - 80k";"Commercial";"Minivan";1;12;"z_Highly Rural/ Rural";2022-03-01 04:35:43,000;"complet";"dev_integral";"25 - 40";"300 - 399"
119;"ingénieur d'études en sûreté nucléaire";"M";True;"40k - 60k";"Commercial";"Sports Car";2;1;"Highly Urban/ Urban";2022-05-23 03:25:45,000;"complet";"dev_integral";"";"300 - 399"
125;"technicien en automatismes";"F";False;"20k - 40k";"Private";"Van";4;9;"Highly Urban/ Urban";2022-01-01 10:42:24,000;"complet";"dev_integral";"25 - 40";"300 - 399"
137;"sous-officier de l'armée de l'air";"M";False;"40k - 60k";"Commercial";"Van";2;15;"Highly Urban/ Urban";2022-03-27 09:47:05,000;"complet";"dev_integral";"";"300 - 399"
141;"prototypiste en matériaux souples";"M";False;"80k - 100k";"Commercial";"Sports Car";2;9;"Highly Urban/ Urban";2022-03-06 04:31:21,000;"complet";"dev_integral";"40 - 60";"300 - 399"
163;"nivoculteur";"F";True;"100k +";"Private";"Minivan";1;12;"z_Highly Rural/ Rural";2022-02-27 09:10:31,000;"complet";"dev_integral";"40 - 60";"300 - 399"
170;"pilote de ligne automatisée (chimie - agroalimentaire - industrie pharmaceutique)";"F";False;"20k - 40k";"Commercial";"z_SUV";2;11;"Highly Urban/ Urban";2022-05-30 08:43:49,000;"complet";"dev_integral";"60 - 80";"300 - 399"
172;"chargé de production";"F";False;"0 - 20 k";"Commercial";"Minivan";2;1;"Highly Urban/ Urban";2022-05-31 16:23:24,000;"complet";"dev_integral";"25 - 40";"300 - 399"
202;"conducteur de machine onduleuse";"M";False;"60k - 80k";"Commercial";"Pickup";4;7;"Highly Urban/ Urban";2022-05-11 10:53:02,000;"complet";"dev_integral";"60 - 80";"300 - 399"
207;"technicien plasturgiste";"M";False;"60k - 80k";"Commercial";"Minivan";6;0;"Highly Urban/ Urban";2022-05-09 19:49:17,000;"complet";"dev_integral";"80";"300 - 399"
220;"souffleur de verre";"M";True;"20k - 40k";"Private";"Minivan";1;1;"z_Highly Rural/ Rural";2022-04-07 11:09:26,000;"complet";"dev_integral";"60 - 80";"300 - 399"
224;"chargé de recherche en recrutement";"F";False;"100k +";"Commercial";"z_SUV";5;5;"Highly Urban/ Urban";2022-01-05 18:21:07,000;"complet";"dev_integral";"";"300 - 399"
227;"conducteur de bus ou d'autocar";"F";False;"20k - 40k";"Private";"z_SUV";3;9;"Highly Urban/ Urban";2022-03-29 05:23:58,000;"complet";"dev_integral";"60 - 80";"300 - 399"
235;"attaché commercial commerciale";"F";False;"0 - 20 k";"Private";"z_SUV";2;7;"z_Highly Rural/ Rural";2022-04-11 02:23:36,000;"complet";"dev_integral";"60 - 80";"300 - 399"
240;"opérateur sur machine à commande numérique";"F";False;"80k - 100k";"Private";"Minivan";3;10;"Highly Urban/ Urban";2022-02-24 02:03:16,000;"complet";"dev_integral";"60 - 80";"300 - 399"
251;"art-thérapeute";"M";False;"100k +";"Private";"z_SUV";1;20;"Highly Urban/ Urban";2022-01-30 17:15:42,000;"complet";"dev_integral";"";"300 - 399"
261;"zoologiste";"F";False;"60k - 80k";"Commercial";"Panel Truck";5;8;"Highly Urban/ Urban";2022-04-17 16:52:46,000;"complet";"dev_integral";"";"300 - 399"
265;"chef de publicité";"M";False;"0 - 20 k";"Private";"z_SUV";4;0;"Highly Urban/ Urban";2022-05-28 16:57:35,000;"complet";"dev_integral";"60 - 80";"300 - 399"
266;"chirurgien";"M";False;"60k - 80k";"Private";"z_SUV";1;7;"Highly Urban/ Urban";2022-04-27 16:49:38,000;"complet";"dev_integral";"40 - 60";"300 - 399"
271;"responsable de laboratoire de contrôle en biologie";"F";False;"40k - 60k";"Commercial";"Sports Car";4;12;"Highly Urban/ Urban";2022-02-09 14:04:59,000;"complet";"dev_integral";"25 - 40";"300 - 399"
273;"antiquaire";"F";False;"80k - 100k";"Commercial";"Van";3;8;"Highly Urban/ Urban";2022-04-30 22:43:02,000;"complet";"dev_integral";"40 - 60";"300 - 399"
277;"horticulteur";"M";True;"80k - 100k";"Commercial";"Pickup";4;8;"Highly Urban/ Urban";2022-01-01 07:42:58,000;"complet";"dev_integral";"25 - 40";"300 - 399"
279;"monteur-câbleur";"M";False;"100k +";"Commercial";"Panel Truck";3;20;"Highly Urban/ Urban";2022-03-20 11:43:59,000;"complet";"dev_integral";"18 - 25";"300 - 399"
284;"microtechnicien";"F";False;"20k - 40k";"Private";"Minivan";4;11;"Highly Urban/ Urban";2022-04-13 14:44:19,000;"complet";"dev_integral";"40 - 60";"300 - 399"
286;"moniteur-éducateur";"F";False;"20k - 40k";"Private";"Pickup";2;1;"Highly Urban/ Urban";2022-01-15 01:35:54,000;"complet";"dev_integral";"";"300 - 399"
288;"secrétaire médical";"M";False;"0 - 20 k";"Private";"Minivan";2;7;"Highly Urban/ Urban";2022-01-18 08:22:19,000;"complet";"dev_integral";"60 - 80";"300 - 399"
293;"patron pêcheur";"M";False;"20k - 40k";"Private";"Minivan";3;0;"Highly Urban/ Urban";2022-03-07 03:55:33,000;"complet";"dev_integral";"";"300 - 399"
304;"horticulteur";"F";True;"0 - 20 k";"Private";"Minivan";3;1;"Highly Urban/ Urban";2022-05-26 20:49:38,000;"complet";"dev_integral";"60 - 80";"300 - 399"
314;"concepteur-rédacteur";"M";True;"40k - 60k";"Private";"Sports Car";2;1;"Highly Urban/ Urban";2022-05-04 10:23:12,000;"complet";"dev_integral";"60 - 80";"300 - 399"
315;"architecte";"F";False;"100k +";"Private";"Pickup";2;12;"Highly Urban/ Urban";2022-04-16 07:28:17,000;"complet";"dev_integral";"60 - 80";"300 - 399"
327;"microtechnicien";"F";False;"80k - 100k";"Private";"Minivan";2;19;"Highly Urban/ Urban";2022-02-01 06:20:01,000;"complet";"dev_integral";"60 - 80";"300 - 399"
328;"professeur en activité physique adaptée";"F";False;"20k - 40k";"Commercial";"z_SUV";3;12;"Highly Urban/ Urban";2022-03-10 16:31:37,000;"complet";"dev_integral";"40 - 60";"300 - 399"
329;"technicien de la circulation ferroviaire SNCF";"F";False;"40k - 60k";"Private";"Minivan";1;1;"Highly Urban/ Urban";2022-03-08 15:24:45,000;"complet";"dev_integral";"40 - 60";"300 - 399"
335;"gestionnaire de contrats informatiques";"F";False;"60k - 80k";"Commercial";"Minivan";5;9;"Highly Urban/ Urban";2022-03-25 02:23:51,000;"complet";"dev_integral";"60 - 80";"300 - 399"
343;"officier de la Marine nationale";"M";False;"60k - 80k";"Private";"z_SUV";7;1;"Highly Urban/ Urban";2022-05-09 02:49:14,000;"complet";"dev_integral";"25 - 40";"300 - 399"
345;"animateur 2D et 3D";"M";False;"100k +";"Commercial";"Van";1;8;"Highly Urban/ Urban";2022-01-10 18:15:07,000;"complet";"dev_integral";"40 - 60";"300 - 399"
353;"conseiller sportif sportive en salle de remise en forme";"M";False;"80k - 100k";"Commercial";"z_SUV";1;1;"Highly Urban/ Urban";2022-01-13 00:17:29,000;"complet";"dev_integral";"60 - 80";"300 - 399"
354;"météorologiste";"F";False;"100k +";"Private";"Sports Car";8;20;"Highly Urban/ Urban";2022-05-10 08:42:34,000;"complet";"dev_integral";"80";"300 - 399"
360;"physicien médical médicale";"F";False;"60k - 80k";"Commercial";"Pickup";2;11;"z_Highly Rural/ Rural";2022-01-27 13:08:08,000;"complet";"dev_integral";"40 - 60";"300 - 399"
366;"chercheur en biologie";"M";False;"0 - 20 k";"Private";"Minivan";1;0;"Highly Urban/ Urban";2022-05-24 23:51:28,000;"complet";"dev_integral";"60 - 80";"300 - 399"
373;"technicien télécoms et réseaux";"M";False;"40k - 60k";"Commercial";"Panel Truck";2;8;"z_Highly Rural/ Rural";2022-05-26 01:19:31,000;"complet";"dev_integral";"80";"300 - 399"
374;"femme de chambre";"F";False;"0 - 20 k";"Private";"Minivan";3;1;"Highly Urban/ Urban";2022-03-07 14:13:21,000;"complet";"dev_integral";"40 - 60";"300 - 399"
379;"ingénieur technico-commercial technico-commerciale en électronique";"M";True;"40k - 60k";"Private";"Minivan";1;8;"Highly Urban/ Urban";2022-01-10 03:39:01,000;"complet";"dev_integral";"60 - 80";"300 - 399"
383;"esthéticien-cosméticien";"M";False;"100k +";"Commercial";"Van";3;16;"Highly Urban/ Urban";2022-03-18 04:49:48,000;"complet";"dev_integral";"60 - 80";"300 - 399"
392;"ingénieur fluides, énergies, réseaux, environnement";"F";False;"0 - 20 k";"Private";"Sports Car";1;15;"Highly Urban/ Urban";2022-03-16 21:12:01,000;"complet";"dev_integral";"25 - 40";"300 - 399"
401;"responsable de la collecte des déchets ménagers";"F";False;"0 - 20 k";"Commercial";"Sports Car";7;1;"Highly Urban/ Urban";2022-02-15 14:51:15,000;"complet";"dev_integral";"";"300 - 399"
411;"chef de rayon";"M";False;"20k - 40k";"Commercial";"Van";2;1;"Highly Urban/ Urban";2022-03-27 04:34:07,000;"complet";"dev_integral";"60 - 80";"300 - 399"
417;"ingénieur électronicien électronicienne des systèmes de la sécurité aérienne (IESSA)";"M";False;"0 - 20 k";"Private";"Pickup";1;1;"Highly Urban/ Urban";2022-05-11 06:47:38,000;"complet";"dev_integral";"40 - 60";"300 - 399"
418;"metteur en scène";"F";False;"0 - 20 k";"Private";"z_SUV";7;1;"Highly Urban/ Urban";2022-03-24 15:19:18,000;"complet";"dev_integral";"25 - 40";"300 - 399"
421;"collaborateur de notaire de notaire";"M";True;"20k - 40k";"Commercial";"Pickup";5;1;"Highly Urban/ Urban";2022-05-29 03:14:16,000;"complet";"dev_integral";"60 - 80";"300 - 399"
422;"ingénieur brevets";"M";False;"80k - 100k";"Private";"Van";11;16;"Highly Urban/ Urban";2022-04-18 23:11:04,000;"complet";"dev_integral";"";"300 - 399"
423;"microtechnicien";"M";False;"0 - 20 k";"Private";"Minivan";2;1;"z_Highly Rural/ Rural";2022-04-17 11:37:04,000;"complet";"dev_integral";"60 - 80";"300 - 399"
424;"chef de cultures légumières";"M";False;"80k - 100k";"Commercial";"Minivan";6;7;"Highly Urban/ Urban";2022-03-08 08:49:18,000;"complet";"dev_integral";"80";"300 - 399"
427;"auteur-compositeur interprète interprète";"F";False;"60k - 80k";"Private";"Minivan";2;1;"Highly Urban/ Urban";2022-04-09 15:27:18,000;"complet";"dev_integral";"40 - 60";"300 - 399"
429;"agent de développement des énergies renouvelables";"F";True;"40k - 60k";"Private";"z_SUV";4;11;"z_Highly Rural/ Rural";2022-04-29 01:23:36,000;"complet";"dev_integral";"60 - 80";"300 - 399"
434;"biostatisticien";"F";False;"40k - 60k";"Commercial";"Panel Truck";5;0;"Highly Urban/ Urban";2022-02-24 09:29:20,000;"complet";"dev_integral";"60 - 80";"300 - 399"
445;"libraire";"F";False;"100k +";"Commercial";"Pickup";3;1;"Highly Urban/ Urban";2022-04-05 00:30:18,000;"complet";"dev_integral";"60 - 80";"300 - 399"
451;"auditeur qualité";"F";False;"0 - 20 k";"Private";"z_SUV";1;8;"Highly Urban/ Urban";2022-03-04 00:51:12,000;"complet";"dev_integral";"80";"300 - 399"
456;"déclarant en douane";"F";False;"60k - 80k";"Commercial";"Van";5;1;"Highly Urban/ Urban";2022-02-19 23:44:36,000;"complet";"dev_integral";"40 - 60";"300 - 399"
466;"juge d'instruction";"F";False;"100k +";"Commercial";"Van";2;0;"Highly Urban/ Urban";2022-01-13 01:41:47,000;"complet";"dev_integral";"18 - 25";"300 - 399"
467;"technicien radioprotection";"F";False;"20k - 40k";"Private";"z_SUV";2;6;"Highly Urban/ Urban";2022-05-09 11:12:39,000;"complet";"dev_integral";"";"300 - 399"
468;"web-ergonome";"F";True;"0 - 20 k";"Commercial";"Minivan";6;1;"Highly Urban/ Urban";2022-01-04 12:36:23,000;"complet";"dev_integral";"40 - 60";"300 - 399"
472;"credit manager";"F";False;"40k - 60k";"Private";"Pickup";2;9;"Highly Urban/ Urban";2022-04-20 02:39:03,000;"complet";"dev_integral";"";"300 - 399"
475;"microbiologiste";"F";False;"0 - 20 k";"Private";"z_SUV";1;8;"Highly Urban/ Urban";2022-03-23 14:10:11,000;"complet";"dev_integral";"60 - 80";"300 - 399"
483;"technicien chimiste";"F";False;"100k +";"Private";"Sports Car";1;10;"Highly Urban/ Urban";2022-03-06 05:10:08,000;"complet";"dev_integral";"60 - 80";"300 - 399"
492;"diagnostiqueur immobilier";"M";False;"20k - 40k";"Private";"z_SUV";4;1;"Highly Urban/ Urban";2022-02-03 09:48:51,000;"complet";"dev_integral";"40 - 60";"300 - 399"
496;"biostatisticien";"M";True;"0 - 20 k";"Commercial";"Pickup";1;1;"Highly Urban/ Urban";2022-01-24 13:18:40,000;"complet";"dev_integral";"";"300 - 399"
496;"carreleur";"F";True;"0 - 20 k";"Private";"Pickup";2;1;"Highly Urban/ Urban";2022-03-16 23:26:51,000;"complet";"dev_integral";"40 - 60";"300 - 399"
498;"décorateur";"M";False;"0 - 20 k";"Private";"z_SUV";1;9;"z_Highly Rural/ Rural";2022-03-29 02:50:07,000;"complet";"dev_integral";"80";"300 - 399"
505;"technicien en automatismes";"F";False;"40k - 60k";"Private";"Pickup";1;1;"z_Highly Rural/ Rural";2022-05-17 22:41:48,000;"complet";"dev_integral";"40 - 60";"300 - 399"
526;"enseignant de la conduite automobile et de la sécurité routière";"F";True;"40k - 60k";"Private";"z_SUV";9;6;"Highly Urban/ Urban";2022-05-23 14:29:35,000;"complet";"dev_integral";"40 - 60";"300 - 399"
539;"ingénieur environnement et risques industriels";"M";False;"100k +";"Private";"Pickup";2;15;"Highly Urban/ Urban";2022-05-05 07:55:20,000;"complet";"dev_integral";"";"300 - 399"
552;"technicien en automatismes";"M";False;"20k - 40k";"Commercial";"z_SUV";4;9;"Highly Urban/ Urban";2022-03-28 18:19:41,000;"complet";"dev_integral";"80";"300 - 399"
558;"microbiologiste";"M";False;"0 - 20 k";"Private";"Pickup";4;1;"Highly Urban/ Urban";2022-04-02 09:07:34,000;"complet";"dev_integral";"80";"300 - 399"
561;"directeur de golf";"M";False;"40k - 60k";"Commercial";"Van";3;18;"Highly Urban/ Urban";2022-03-14 13:17:00,000;"complet";"dev_integral";"25 - 40";"300 - 399"
566;"mixeur son";"M";True;"0 - 20 k";"Private";"Pickup";1;7;"Highly Urban/ Urban";2022-02-27 02:15:53,000;"complet";"dev_integral";"";"300 - 399"
577;"technicien télécoms et réseaux";"M";False;"0 - 20 k";"Private";"Minivan";3;1;"Highly Urban/ Urban";2022-04-05 00:02:42,000;"complet";"dev_integral";"40 - 60";"300 - 399"
578;"coiffeur";"M";False;"80k - 100k";"Private";"z_SUV";8;1;"Highly Urban/ Urban";2022-05-27 18:51:41,000;"complet";"dev_integral";"40 - 60";"300 - 399"
584;"ingénieur en automatismes";"M";False;"0 - 20 k";"Private";"Sports Car";2;1;"Highly Urban/ Urban";2022-01-10 15:03:43,000;"complet";"dev_integral";"80";"300 - 399"
590;"pharmacien dans l'industrie";"F";False;"100k +";"Commercial";"Panel Truck";5;10;"Highly Urban/ Urban";2022-05-21 08:25:37,000;"complet";"dev_integral";"40 - 60";"300 - 399"
595;"chargé des méthodes outils et qualité en informatique";"M";False;"0 - 20 k";"Private";"Minivan";2;6;"z_Highly Rural/ Rural";2022-02-05 05:34:09,000;"complet";"dev_integral";"25 - 40";"300 - 399"
605;"biostatisticien";"F";False;"60k - 80k";"Private";"Minivan";1;15;"Highly Urban/ Urban";2022-02-21 10:07:06,000;"complet";"dev_integral";"40 - 60";"300 - 399"
615;"conseiller agricole";"F";False;"80k - 100k";"Private";"z_SUV";1;13;"z_Highly Rural/ Rural";2022-01-12 10:58:34,000;"complet";"dev_integral";"";"300 - 399"
619;"conseiller en séjour";"M";False;"0 - 20 k";"Private";"Minivan";3;5;"Highly Urban/ Urban";2022-05-20 14:45:32,000;"complet";"dev_integral";"60 - 80";"300 - 399"
623;"technicien des industries du verre";"M";False;"40k - 60k";"Commercial";"Sports Car";1;11;"Highly Urban/ Urban";2022-04-09 21:55:44,000;"complet";"dev_integral";"";"300 - 399"
631;"monteur en installations thermiques et climatiques";"M";False;"100k +";"Private";"Minivan";1;15;"Highly Urban/ Urban";2022-03-18 03:03:17,000;"complet";"dev_integral";"";"300 - 399"
634;"ingénieur traitement de l'image";"F";True;"60k - 80k";"Commercial";"Pickup";4;10;"Highly Urban/ Urban";2022-02-08 19:17:02,000;"complet";"dev_integral";"18 - 25";"300 - 399"
642;"administrateur de biens";"M";True;"0 - 20 k";"Private";"Minivan";2;7;"z_Highly Rural/ Rural";2022-05-21 16:11:14,000;"complet";"dev_integral";"40 - 60";"300 - 399"
646;"aide-soignant";"M";False;"80k - 100k";"Commercial";"Minivan";1;9;"z_Highly Rural/ Rural";2022-05-01 01:21:14,000;"complet";"dev_integral";"40 - 60";"300 - 399"
656;"conseiller agricole";"F";True;"0 - 20 k";"Private";"z_SUV";2;6;"z_Highly Rural/ Rural";2022-01-03 03:03:08,000;"complet";"dev_integral";"60 - 80";"300 - 399"
657;"mandataire judiciaire";"F";False;"100k +";"Private";"Minivan";1;11;"Highly Urban/ Urban";2022-01-22 15:37:29,000;"complet";"dev_integral";"60 - 80";"300 - 399"
659;"chirurgien";"F";False;"20k - 40k";"Commercial";"Pickup";4;14;"z_Highly Rural/ Rural";2022-03-15 03:15:04,000;"complet";"dev_integral";"25 - 40";"300 - 399"
663;"réflexologue";"M";True;"100k +";"Commercial";"Pickup";4;18;"Highly Urban/ Urban";2022-04-11 09:32:06,000;"complet";"dev_integral";"40 - 60";"300 - 399"
666;"comptable";"F";False;"40k - 60k";"Commercial";"Minivan";4;13;"Highly Urban/ Urban";2022-04-11 05:16:58,000;"complet";"dev_integral";"40 - 60";"300 - 399"
667;"vétérinaire";"F";False;"20k - 40k";"Private";"z_SUV";2;1;"Highly Urban/ Urban";2022-01-17 13:39:09,000;"complet";"dev_integral";"";"300 - 399"
668;"designer graphique";"M";True;"100k +";"Private";"z_SUV";4;15;"Highly Urban/ Urban";2022-04-08 10:46:40,000;"complet";"dev_integral";"18 - 25";"300 - 399"
674;"musicien";"M";False;"80k - 100k";"Commercial";"Pickup";4;16;"Highly Urban/ Urban";2022-03-24 03:47:30,000;"complet";"dev_integral";"80";"300 - 399"
682;"consultant en validation";"F";False;"20k - 40k";"Commercial";"z_SUV";1;6;"Highly Urban/ Urban";2022-04-13 12:18:53,000;"complet";"dev_integral";"25 - 40";"300 - 399"
685;"diététicien";"M";False;"80k - 100k";"Commercial";"Van";2;8;"z_Highly Rural/ Rural";2022-02-07 07:14:19,000;"complet";"dev_integral";"60 - 80";"300 - 399"
706;"gestionnaire de contrats d'assurance";"F";False;"40k - 60k";"Commercial";"Van";3;21;"Highly Urban/ Urban";2022-05-07 13:12:02,000;"complet";"dev_integral";"40 - 60";"300 - 399"
712;"auditeur qualité";"M";True;"0 - 20 k";"Commercial";"Sports Car";2;1;"Highly Urban/ Urban";2022-02-13 02:19:25,000;"complet";"dev_integral";"60 - 80";"300 - 399"
721;"électricien installateur installatrice";"F";False;"40k - 60k";"Commercial";"Van";8;11;"Highly Urban/ Urban";2022-04-11 13:50:10,000;"complet";"dev_integral";"";"300 - 399"
725;"professeur des écoles des écoles";"F";False;"40k - 60k";"Commercial";"Sports Car";3;9;"Highly Urban/ Urban";2022-04-12 01:15:33,000;"complet";"dev_integral";"25 - 40";"300 - 399"
727;"maraîcher";"M";False;"0 - 20 k";"Private";"Minivan";4;7;"Highly Urban/ Urban";2022-03-23 15:44:07,000;"complet";"dev_integral";"60 - 80";"300 - 399"
730;"spécialiste des affaires réglementaires en chimie";"F";False;"100k +";"Commercial";"Van";3;10;"Highly Urban/ Urban";2022-04-18 16:02:57,000;"complet";"dev_integral";"25 - 40";"300 - 399"
